name,label,gender,region,format,augmentation,original_name
Ash Rat,PERSON,male,hindi,firstname_lastname_abbreviated,abbreviated,Ashutosh Rathore
N Punia/35,PERSON,male,rajasthani,initial_lastname_suffix_noise,suffix_noise,N Punia
M Mali,PERSON,male,christian,initial_lastname_char_drop,char_drop,M Malik
R Karkera,PERSON,male,kannada,initial_lastname,original,R Karkera
sav maz,PERSON,female,bengali,lower_abbreviated,abbreviated,savitri mazumder
Waheed/Qureshi,PERSON,male,muslim,firstname_lastname_space_replaced,space_replaced,Waheed Qureshi
PersisNazir,PERSON,female,parsi,firstname_lastname_no_spaces,no_spaces,Persis Nazir
Kanann F,PERSON,female,gujarati,firstname_initial_char_repeat,char_repeat,Kanan F
MANJUNATH TRIOLK MURTHY,PERSON,male,kannada,three_part_upper_typo_swap,typo_swap,MANJUNATH TRILOK MURTHY
NABAKISHORE BACHAN SAHU,PERSON,male,odia,three_part_upper,original,NABAKISHORE BACHAN SAHU
bangera,PERSON,male,kannada,lower_last_name_only,last_name_only,lakshmipathi bangera
Canamvam p,PERSON,female,northeast,firstname_initial_phonetic_sub,phonetic_sub,Chanambam P
lata   brahmbhatt,PERSON,female,gujarati,lower_extra_spaces,extra_spaces,lata brahmbhatt
Jt Bhanwarll,PERSON,male,rajasthani,lastname_firstname_vowel_drop,vowel_drop,Jat Bhanwarlal
MRS Baig Nusrat,PERSON,female,muslim,lastname_firstname_prefix_noise,prefix_noise,Baig Nusrat
SAVITRI KABO,PERSON,female,rajasthani,upper_char_drop,char_drop,SAVITRI KAMBOJ
janki rathod,PERSON,female,rajasthani,lower,original,janki rathod
Siyag Sitaram,PERSON,male,rajasthani,lastname_firstname,original,Siyag Sitaram
Sameera Nadwi,PERSON,female,muslim,firstname_lastname,original,Sameera Nadwi
Ongi,PERSON,female,northeast,firstname_only_char_drop,char_drop,Ongbi
Kandasamy,PERSON,female,tamil,firstname_lastname_last_name_only,last_name_only,Kiruthika Kandasamy
RINDALIN ANGAMI,PERSON,female,northeast,upper,original,RINDALIN ANGAMI
Challagundla Lalitha,PERSON,female,telugu,lastname_firstname,original,Challagundla Lalitha
STHANAKVASI GOEL,PERSON,female,jain,upper,original,STHANAKVASI GOEL
Janaik G,PERSON,female,odia,firstname_initial_typo_swap,typo_swap,Janaki G
Nandi Pauline,PERSON,female,christian,lastname_firstname,original,Nandi Pauline
R Muthukumar,PERSON,female,tamil,initial_lastname,original,R Muthukumar
kranthi kambhampati,PERSON,female,telugu,lower,original,kranthi kambhampati
krisnaweni setty,PERSON,female,telugu,lower_phonetic_sub,phonetic_sub,krishnaveni setty
Fatakia Adi,PERSON,male,parsi,lastname_firstname,original,Fatakia Adi
Shabor,PERSON,male,northeast,firstname_initial_char_drop,char_drop,Shanbor M
H S Vhaskar,PERSON,male,telugu,initials_lastname_phonetic_sub,phonetic_sub,H S Bhaskar
Gohe Shripat,PERSON,male,jain,lastname_firstname_char_drop,char_drop,Gohel Shripat
DHYANSHERPA,PERSON,male,northeast,upper_no_spaces,no_spaces,DHYAN SHERPA
Naznen,PERSON,female,muslim,firstname_only_vowel_drop,vowel_drop,Nazneen
Paramesh,PERSON,male,kannada,firstname_only,original,Paramesh
Zenia C,PERSON,female,parsi,firstname_initial,original,Zenia C
Erachshaw R,PERSON,male,parsi,firstname_initial,original,Erachshaw R
Chandran Jibni,PERSON,male,malayalam,lastname_firstname_typo_swap,typo_swap,Chandran Jibin
Amarchand Poonia,PERSON,male,jain,firstname_lastname,original,Amarchand Poonia
Tara K-5061,PERSON,female,rajasthani,firstname_initial_suffix_noise,suffix_noise,Tara K
DAYWAANTI SOLANKI,PERSON,female,jain,upper_typo_swap,typo_swap,DAYAWANTI SOLANKI
Soren Kran,PERSON,female,assamese,lastname_firstname_char_drop,char_drop,Soren Kiran
Rsoe G,PERSON,female,christian,firstname_initial_typo_swap,typo_swap,Rose G
Chang,PERSON,male,northeast,lastname_firstname_first_name_only,first_name_only,Chang Dingko
Pawandeep J,PERSON,female,punjabi,firstname_initial,original,Pawandeep J
Sapna Juyal,PERSON,female,hindi,firstname_lastname,original,Sapna Juyal
John Jayasree,PERSON,female,malayalam,lastname_firstname,original,John Jayasree
Chandra aGnga,PERSON,female,rajasthani,lastname_firstname_typo_swap,typo_swap,Chandra Ganga
TEJAL MNSH,PERSON,female,gujarati,upper_char_drop,char_drop,TEJAL MUNSHI
HormuzdVilloo,PERSON,female,parsi,lastname_firstname_no_spaces,no_spaces,Hormuzd Villoo
K Malik,PERSON,female,rajasthani,initial_lastname,original,K Malik
ananthasalian,PERSON,male,kannada,lower_no_spaces,no_spaces,anantha salian
Ssmt,PERSON,female,bengali,firstname_only_vowel_drop,vowel_drop,Susmita
Santohsh Selvaraju,PERSON,male,tamil,firstname_lastname_typo_swap,typo_swap,Santhosh Selvaraju
Balwinedr Sehgal,PERSON,male,punjabi,firstname_lastname_typo_swap,typo_swap,Balwinder Sehgal
K Gohel,PERSON,male,gujarati,initial_lastname,original,K Gohel
Yahya Jose,PERSON,male,malayalam,firstname_lastname,original,Yahya Jose
divetia,PERSON,male,gujarati,lower_last_name_only,last_name_only,vipul divetia
Menaka K,PERSON,female,tamil,firstname_initial,original,Menaka K
Bano L,PERSON,female,rajasthani,firstname_initial_double_merge,double_merge,Banno L
Shamsunnahar Q,PERSON,female,muslim,firstname_initial,original,Shamsunnahar Q
Maiti***,PERSON,male,bengali,lastname_firstname_partial_masked,partial_masked,Maiti Bankim
Murmu Bhrigu,PERSON,male,assamese,lastname_firstname,original,Murmu Bhrigu
Jomon D,PERSON,male,malayalam,firstname_initial,original,Jomon D
SADIQ RIZVI,PERSON,male,muslim,upper,original,SADIQ RIZVI
sohan jangra747,PERSON,male,hindi,lower_suffix_noise,suffix_noise,sohan jangra
U Seal-953,PERSON,male,bengali,initial_lastname_suffix_noise,suffix_noise,U Seal
barasha moyon,PERSON,female,assamese,lower,original,barasha moyon
KARTIK TALUKDAR,PERSON,male,bengali,upper,original,KARTIK TALUKDAR
Plo G,PERSON,female,parsi,firstname_initial_char_drop,char_drop,Piloo G
Patel Homi,PERSON,male,parsi,lastname_firstname,original,Patel Homi
P2P-Bimal Mazumder,PERSON,male,assamese,firstname_lastname_prefix_noise,prefix_noise,Bimal Mazumder
Nagori Dvyesh,PERSON,male,gujarati,lastname_firstname_char_drop,char_drop,Nagori Divyesh
HARI NATARAJAN,PERSON,male,tamil,upper,original,HARI NATARAJAN
Natarajan Gertrude,PERSON,female,christian,lastname_firstname,original,Natarajan Gertrude
Ayan Ballabh Peshaari,PERSON,male,muslim,three_part_char_drop,char_drop,Ayan Ballabh Peshawari
Sanjeev Kambbhampati,PERSON,male,telugu,firstname_lastname_char_repeat,char_repeat,Sanjeev Kambhampati
Nagarajan Iniyan,PERSON,male,tamil,lastname_firstname,original,Nagarajan Iniyan
Shanmu...,PERSON,male,malayalam,lastname_firstname_partial_masked,partial_masked,Shanmughan Kunju
Narinder Boparai.,PERSON,female,punjabi,firstname_lastname_dots_added,dots_added,Narinder Boparai
Sarika Sundari Kolhatkar,PERSON,female,marathi,three_part,original,Sarika Sundari Kolhatkar
phijm mahlry,PERSON,male,northeast,lower_vowel_drop,vowel_drop,phijam mahilary
Anindita Prmaanik,PERSON,female,bengali,firstname_lastname_typo_swap,typo_swap,Anindita Pramanik
Marion IYJ,PERSON,female,christian,firstname_only_suffix_noise,suffix_noise,Marion
Gaurav Talrao,PERSON,male,assamese,firstname_lastname_char_insert,char_insert,Gaurav Tarao
K Mevawala-383,PERSON,female,gujarati,initial_lastname_suffix_noise,suffix_noise,K Mevawala
Dbendra Suna,PERSON,male,odia,firstname_lastname_char_drop,char_drop,Debendra Suna
M_Basak,PERSON,male,bengali,initial_lastname_space_replaced,space_replaced,M Basak
SHRI Susilaben,PERSON,female,jain,firstname_only_prefix_noise,prefix_noise,Susilaben
Damayanti. Tudu.,PERSON,female,bengali,firstname_lastname_dots_added,dots_added,Damayanti Tudu
N Bhattacharya,PERSON,female,assamese,initial_lastname,original,N Bhattacharya
CHANDULAL    MALHOTRA,PERSON,male,jain,upper_extra_spaces,extra_spaces,CHANDULAL MALHOTRA
gokulnath    srinivasan,PERSON,male,tamil,lower_extra_spaces,extra_spaces,gokulnath srinivasan
VASKAR rAI,PERSON,male,assamese,upper_phonetic_sub,phonetic_sub,BHASKAR RAI
Balajied Bassumatary,PERSON,male,northeast,firstname_lastname_char_repeat,char_repeat,Balajied Basumatary
MANINDER KUNER,PERSON,male,punjabi,upper_phonetic_sub,phonetic_sub,MANINDER KOONER
Luhar  Basanti,PERSON,female,rajasthani,lastname_firstname_extra_spaces,extra_spaces,Luhar Basanti
Iyyappan R,PERSON,male,tamil,firstname_initial,original,Iyyappan R
CHAMPABEN CHAUDHARY,PERSON,female,jain,upper,original,CHAMPABEN CHAUDHARY
SHRI Kumud G,PERSON,female,gujarati,firstname_initial_prefix_noise,prefix_noise,Kumud G
Haj P,PERSON,female,muslim,firstname_initial_abbreviated,abbreviated,Hajeera P
Karabi Mahilary,PERSON,male,assamese,firstname_lastname,original,Karabi Mahilary
rana  mishing,PERSON,male,assamese,lower_extra_spaces,extra_spaces,rana mishing
Hajong Sailen,PERSON,male,assamese,lastname_firstname,original,Hajong Sailen
D Shirahatti,PERSON,female,kannada,initial_lastname,original,D Shirahatti
Bo Be,PERSON,male,parsi,lastname_firstname_abbreviated,abbreviated,Boyce Behram
oMnalisha Mitra,PERSON,female,assamese,firstname_lastname_typo_swap,typo_swap,Monalisha Mitra
Khadija K-3566,PERSON,female,muslim,firstname_initial_suffix_noise,suffix_noise,Khadija K
Gh Sh,PERSON,female,marathi,lastname_firstname_abbreviated,abbreviated,Ghule Shailaja
BIRBAL WANCHO,PERSON,male,northeast,upper,original,BIRBAL WANCHO
P2P-Leela Naik,PERSON,female,gujarati,firstname_lastname_prefix_noise,prefix_noise,Leela Naik
Gahane Ojaasvi,PERSON,female,hindi,lastname_firstname_char_repeat,char_repeat,Gahane Ojasvi
Gura B,PERSON,male,assamese,firstname_initial_char_drop,char_drop,Gaurav B
BHUPEDR THAKOR,PERSON,male,gujarati,upper_char_drop,char_drop,BHUPENDRA THAKOR
Mrinmoy Bhra,PERSON,male,bengali,firstname_lastname_typo_swap,typo_swap,Mrinmoy Bhar
Mohua K,PERSON,female,bengali,firstname_initial,original,Mohua K
KEITH SUBRAMANIAM,PERSON,male,christian,upper,original,KEITH SUBRAMANIAM
Mishing Onerisa,PERSON,female,northeast,lastname_firstname,original,Mishing Onerisa
Hemangi Kunte/91,PERSON,female,marathi,firstname_lastname_suffix_noise,suffix_noise,Hemangi Kunte
anusha subramaniam,PERSON,female,tamil,lower,original,anusha subramaniam
UJAMEN SON,PERSON,female,jain,upper_char_drop,char_drop,UJAMBEN SONI
Keshwala Gautamlal,PERSON,male,jain,lastname_firstname,original,Keshwala Gautamlal
satnam sandhawalia AC7679,PERSON,female,punjabi,lower_suffix_noise,suffix_noise,satnam sandhawalia
CMoolya,PERSON,female,kannada,initial_lastname_no_spaces,no_spaces,C Moolya
Ban Swa,PERSON,male,jain,lastname_firstname_abbreviated,abbreviated,Banjara Swarnchand
S Buttar,PERSON,male,punjabi,initial_lastname,original,S Buttar
KIRN JSH,PERSON,female,jain,upper_vowel_drop,vowel_drop,KIRAN JOSHI
nagalakshmi namasvaya,PERSON,female,tamil,lower_char_drop,char_drop,nagalakshmi namasivayam
TantryKeerthana,PERSON,female,kannada,lastname_firstname_no_spaces,no_spaces,Tantry Keerthana
J Mitra,PERSON,female,assamese,initial_lastname,original,J Mitra
U Raita,PERSON,female,odia,initial_lastname,original,U Raita
SWAT KARM,PERSON,female,marathi,upper_abbreviated,abbreviated,SWATI KARMARKAR
FRENI MmEHTA,PERSON,female,parsi,upper_char_insert,char_insert,FRENI MEHTA
DARADHILLON,PERSON,male,punjabi,upper_no_spaces,no_spaces,DARA DHILLON
Chalagundla Sailaja,PERSON,female,telugu,lastname_firstname_double_merge,double_merge,Challagundla Sailaja
Mynampati Raghuram,PERSON,male,telugu,lastname_firstname,original,Mynampati Raghuram
induen chturvedi,PERSON,female,jain,lower_char_drop,char_drop,induben chaturvedi
Pratima S,PERSON,female,assamese,firstname_initial,original,Pratima S
kamalmehta,PERSON,female,parsi,lower_no_spaces,no_spaces,kamal mehta
Rupi***,PERSON,female,punjabi,firstname_only_partial_masked,partial_masked,Rupinder
Noor Rahmani,PERSON,female,muslim,firstname_lastname,original,Noor Rahmani
Lal Colleen,PERSON,female,christian,lastname_firstname,original,Lal Colleen
Arc P,PERSON,female,assamese,firstname_initial_abbreviated,abbreviated,Archana P
Guddi R,PERSON,female,hindi,firstname_initial,original,Guddi R
Pannalal Ballabh. Bais,PERSON,male,rajasthani,three_part_dots_added,dots_added,Pannalal Ballabh Bais
Yellamma Ballal,PERSON,female,kannada,firstname_lastname,original,Yellamma Ballal
Chitra_A,PERSON,female,marathi,firstname_initial_space_replaced,space_replaced,Chitra A
gokul adar,PERSON,male,tamil,lower_char_drop,char_drop,gokul nadar
Challagundla Hem..,PERSON,female,telugu,lastname_firstname_truncated_ellipsis,truncated_ellipsis,Challagundla Hemalatha
K    Lushei,PERSON,female,assamese,initial_lastname_extra_spaces,extra_spaces,K Lushei
SMT I Dhanoa,PERSON,male,punjabi,initial_lastname_prefix_noise,prefix_noise,I Dhanoa
marthasau,PERSON,female,christian,lower_no_spaces,no_spaces,martha sau
G Limaye,PERSON,male,marathi,initial_lastname,original,G Limaye
SAVITRI. SETHI,PERSON,female,rajasthani,upper_dots_added,dots_added,SAVITRI SETHI
Po Na,PERSON,male,rajasthani,firstname_lastname_abbreviated,abbreviated,Pokhar Narang
SNND JOG,PERSON,female,marathi,upper_vowel_drop,vowel_drop,SUNANDA JOG
Valunjkar Mangal,PERSON,female,marathi,lastname_firstname,original,Valunjkar Mangal
RAMAKANTA_KHARA,PERSON,male,odia,upper_space_replaced,space_replaced,RAMAKANTA KHARA
BhagabanKanhar,PERSON,male,odia,firstname_lastname_no_spaces,no_spaces,Bhagaban Kanhar
BASAK,PERSON,female,bengali,upper_last_name_only,last_name_only,INDRANI BASAK
urmila darji,PERSON,female,jain,lower,original,urmila darji
Onkar Duggal,PERSON,male,punjabi,firstname_lastname,original,Onkar Duggal
MadhusudhanValluri,PERSON,male,telugu,firstname_lastname_no_spaces,no_spaces,Madhusudhan Valluri
APARNA BARAI,PERSON,female,hindi,upper,original,APARNA BARAI
Jnueja,PERSON,female,punjabi,initial_lastname_typo_swap+last_name_only,typo_swap+last_name_only,G Juneja
MRS Kansara Satish,PERSON,male,gujarati,lastname_firstname_prefix_noise,prefix_noise,Kansara Satish
patr mukh,PERSON,female,christian,lower_abbreviated,abbreviated,patricia mukherjee
DR Nazir Homai,PERSON,female,parsi,lastname_firstname_prefix_noise,prefix_noise,Nazir Homai
Mazda Zervaan,PERSON,male,parsi,lastname_firstname,original,Mazda Zervaan
Bose.Priyanka,PERSON,female,assamese,lastname_firstname_space_replaced,space_replaced,Bose Priyanka
asha bagi,PERSON,female,kannada,lower,original,asha bagi
AMARCHAND KIMOTHI,PERSON,male,jain,upper,original,AMARCHAND KIMOTHI
Sharon Mohnan,PERSON,female,christian,firstname_lastname_char_drop,char_drop,Sharon Mohanan
DHARANI SUBR,PERSON,female,tamil,upper_truncated,truncated,DHARANI SUBRAMANIAN
Katragadda-Nandakishore,PERSON,male,telugu,lastname_firstname_space_replaced,space_replaced,Katragadda Nandakishore
HITESH DOSHI,PERSON,male,gujarati,upper,original,HITESH DOSHI
Kankabati B,PERSON,female,bengali,firstname_initial,original,Kankabati B
Khemall J,PERSON,male,jain,firstname_initial_typo_swap,typo_swap,Khemlal J
Hri P,PERSON,male,marathi,firstname_initial_vowel_drop,vowel_drop,Hari P
Daruwala Nowshir,PERSON,male,parsi,lastname_firstname,original,Daruwala Nowshir
Srikanta S,PERSON,male,kannada,firstname_initial,original,Srikanta S
Sahar,PERSON,female,muslim,firstname_only,original,Sahar
Smt Sailaja Begum Nallamothu,PERSON,female,telugu,three_part_prefix_noise,prefix_noise,Sailaja Begum Nallamothu
KUN***,PERSON,male,gujarati,upper_partial_masked,partial_masked,KUNJ TAILOR
Joa P,PERSON,female,christian,firstname_initial_char_drop,char_drop,Joan P
dharani routray,PERSON,male,odia,lower,original,dharani routray
Kantilal G,PERSON,male,jain,firstname_initial,original,Kantilal G
Mahadev Som,PERSON,male,bengali,firstname_lastname_phonetic_sub,phonetic_sub,Mahadeb Som
randeep opra,PERSON,male,punjabi,lower_char_drop,char_drop,randeep chopra
Hitesh    S,PERSON,male,assamese,firstname_initial_extra_spaces,extra_spaces,Hitesh S
Venkatachalam,PERSON,male,tamil,firstname_lastname_truncated_ellipsis,truncated_ellipsis,Venkatachalam Gounder
Himanshu S,PERSON,male,telugu,firstname_initial,original,Himanshu S
Ongbi/Konyak,PERSON,female,northeast,firstname_lastname_space_replaced,space_replaced,Ongbi Konyak
M Regar,PERSON,male,rajasthani,initial_lastname,original,M Regar
N Moyon,PERSON,male,northeast,initial_lastname,original,N Moyon
MARIYAM BAI..,PERSON,female,malayalam,three_part_upper_truncated_ellipsis,truncated_ellipsis,MARIYAM BAI POTHEN
Kundu Niharika,PERSON,female,assamese,lastname_firstname,original,Kundu Niharika
sabita jana,PERSON,female,bengali,lower,original,sabita jana
Ashwini   P,PERSON,female,kannada,firstname_initial_extra_spaces,extra_spaces,Ashwini P
Janice,PERSON,female,christian,firstname_only,original,Janice
Eldho Sebastian,PERSON,male,malayalam,firstname_lastname,original,Eldho Sebastian
Purna,PERSON,male,odia,firstname_only,original,Purna
SILPA hEGDE,PERSON,female,kannada,upper_phonetic_sub,phonetic_sub,SHILPA HEGDE
M Panda,PERSON,female,assamese,initial_lastname,original,M Panda
Arunacalam rUkmani,PERSON,female,tamil,lastname_firstname_phonetic_sub,phonetic_sub,Arunachalam Rukmani
Mnai,PERSON,male,tamil,firstname_only_first_name_only+typo_swap,first_name_only+typo_swap,Mani
Shyam Kigen,PERSON,male,northeast,firstname_lastname_char_drop,char_drop,Shyam Kipgen
Oli T,PERSON,male,christian,firstname_initial_abbreviated,abbreviated,Oliver T
Mlathi S,PERSON,female,kannada,firstname_initial_char_drop,char_drop,Malathi S
Navaz D,PERSON,female,parsi,firstname_initial,original,Navaz D
P. Sachdeva.,PERSON,female,hindi,initial_lastname_dots_added,dots_added,P Sachdeva
ABais,PERSON,female,jain,initial_lastname_no_spaces,no_spaces,A Bais
Singh Kirpal,PERSON,male,punjabi,lastname_firstname,original,Singh Kirpal
Hitesh Vnishwakarma,PERSON,male,hindi,firstname_lastname_char_insert,char_insert,Hitesh Vishwakarma
C Parhar,PERSON,male,rajasthani,initial_lastname_char_drop,char_drop,C Parihar
Abidi Daulat,PERSON,female,muslim,lastname_firstname,original,Abidi Daulat
ronnie khambata,PERSON,male,parsi,lower,original,ronnie khambata
S Meitei,PERSON,female,northeast,initial_lastname,original,S Meitei
Ponnamma K,PERSON,female,malayalam,firstname_initial,original,Ponnamma K
H Narula,PERSON,male,punjabi,initial_lastname,original,H Narula
G A***,PERSON,female,parsi,initial_lastname_partial_masked,partial_masked,G Aga
Sri Indira B,PERSON,female,marathi,firstname_initial_prefix_noise,prefix_noise,Indira B
G Sahrma,PERSON,male,telugu,initial_lastname_typo_swap,typo_swap,G Sharma
S M Shu,PERSON,female,christian,initials_lastname_abbreviated,abbreviated,S M Shukla
M Narula,PERSON,female,punjabi,initial_lastname,original,M Narula
Kai,PERSON,female,rajasthani,firstname_only_char_drop,char_drop,Kalki
harnoor hcana,PERSON,female,punjabi,lower_typo_swap,typo_swap,harnoor chana
K Choksy,PERSON,male,parsi,initial_lastname,original,K Choksy
Dr Jyothirmayi,PERSON,male,telugu,firstname_only_prefix_noise,prefix_noise,Jyothirmayi
SHRI LILADHAR DAGA,PERSON,male,rajasthani,upper_prefix_noise,prefix_noise,LILADHAR DAGA
JAGDAMBA TOMAR-2534,PERSON,female,rajasthani,upper_suffix_noise,suffix_noise,JAGDAMBA TOMAR
NANDINI BHANDARY,PERSON,female,kannada,upper,original,NANDINI BHANDARY
Vidya Kanaujia,PERSON,female,rajasthani,firstname_lastname,original,Vidya Kanaujia
Sanhura/Khirod,PERSON,male,odia,lastname_firstname_space_replaced,space_replaced,Sanhura Khirod
Livtar,PERSON,male,punjabi,firstname_only,original,Livtar
D Rajjagopalan,PERSON,female,malayalam,initial_lastname_char_repeat,char_repeat,D Rajagopalan
perin  batliboi,PERSON,female,parsi,lower_extra_spaces,extra_spaces,perin batliboi
R Bind,PERSON,male,hindi,initial_lastname,original,R Bind
M Su,PERSON,male,tamil,initial_lastname_abbreviated,abbreviated,M Subramanian
Francis N/79,PERSON,male,christian,firstname_initial_suffix_noise,suffix_noise,Francis N
