name,label,gender,region,format
Natarajan,PERSON,male,tamil,firstname_only
sahadeo purohit,PERSON,male,hindi,lower
Lamba Navratan,PERSON,male,jain,lastname_firstname
Mahilary Waikhom,PERSON,female,northeast,lastname_firstname
BALBIR KIRAN BHATIA,PERSON,female,punjabi,three_part_upper
P Nandy,PERSON,female,bengali,initial_lastname
Harshal Gosai,PERSON,male,gujarati,firstname_lastname
Mahilary Kamal,PERSON,male,assamese,lastname_firstname
Vedavalli,PERSON,female,tamil,firstname_only
Wadia Villoo,PERSON,female,parsi,lastname_firstname
vimalben kumar,PERSON,female,jain,lower
idris mehmood,PERSON,male,muslim,lower
A Cherian,PERSON,female,malayalam,initial_lastname
G Godara,PERSON,male,hindi,initial_lastname
M Bihari,PERSON,male,muslim,initial_lastname
R Modanwal,PERSON,male,hindi,initial_lastname
Gazipur Aariz,PERSON,male,muslim,lastname_firstname
Naushad Meeruti,PERSON,male,muslim,firstname_lastname
Hope D,PERSON,female,christian,firstname_initial
vijaykumar lakkundi,PERSON,male,kannada,lower
hanuman surana,PERSON,male,rajasthani,lower
Gudigar Arun,PERSON,male,kannada,lastname_firstname
Sheeba C,PERSON,female,malayalam,firstname_initial
K Chaturvedi,PERSON,male,hindi,initial_lastname
anu thomas,PERSON,female,malayalam,lower
B Nahak,PERSON,male,odia,initial_lastname
soumen khatun,PERSON,male,bengali,lower
Tantry Hemalatha,PERSON,female,kannada,lastname_firstname
kumara maniyani,PERSON,male,kannada,lower
Rajasekharan Robin,PERSON,male,malayalam,lastname_firstname
Gangabai Shobha Saharan,PERSON,female,rajasthani,three_part
janki rathod,PERSON,female,rajasthani,lower
I Usmani,PERSON,female,muslim,initial_lastname
abir chattopadhyay,PERSON,male,bengali,lower
P Joshi,PERSON,male,marathi,initial_lastname
Chandra Dheeraj,PERSON,male,telugu,lastname_firstname
Raut Milind,PERSON,male,marathi,lastname_firstname
Kerawala Jamshed,PERSON,female,parsi,lastname_firstname
MUMTAZ INDU ISFAHANI,PERSON,female,muslim,three_part_upper
Vemulapalli Dharmarao,PERSON,male,telugu,lastname_firstname
Deepak Lakshmanan,PERSON,male,malayalam,firstname_lastname
Agnihotri Lokesh,PERSON,male,hindi,lastname_firstname
Marcus,PERSON,male,christian,firstname_only
ESHA SUSHILA KHURANA,PERSON,female,hindi,three_part_upper
Jain Joseph,PERSON,male,christian,lastname_firstname
Roxana K,PERSON,female,parsi,firstname_initial
michael durai,PERSON,male,christian,lower
sthanakvasi shekhawat,PERSON,female,jain,lower
M Sultanpur,PERSON,male,muslim,initial_lastname
Mohan P,PERSON,male,assamese,firstname_initial
Konsam D,PERSON,female,northeast,firstname_initial
Freny,PERSON,female,parsi,firstname_only
S Ao,PERSON,male,northeast,initial_lastname
Calvin Elias,PERSON,male,christian,firstname_lastname
Brar Jaswinder,PERSON,male,punjabi,lastname_firstname
Shubhada P,PERSON,female,marathi,firstname_initial
RATNASAGAR BANSAL,PERSON,male,jain,upper
Kannamma R,PERSON,female,tamil,firstname_initial
ROGER BENIWAL,PERSON,male,christian,upper
Minocher M,PERSON,male,parsi,firstname_initial
Swastika G,PERSON,female,bengali,firstname_initial
Panna J,PERSON,female,hindi,firstname_initial
N T Meena,PERSON,male,hindi,initials_lastname
Purva B,PERSON,female,marathi,firstname_initial
seema unnikrishnan,PERSON,female,malayalam,lower
Riddhi Kanti Bansal,PERSON,female,hindi,three_part
Biplab B,PERSON,male,bengali,firstname_initial
Debnath Putul,PERSON,male,assamese,lastname_firstname
Subhash R,PERSON,male,jain,firstname_initial
Manisha D,PERSON,female,bengali,firstname_initial
GURPREET BATH,PERSON,female,punjabi,upper
Mridul B,PERSON,male,assamese,firstname_initial
Shahbaz S,PERSON,male,punjabi,firstname_initial
TRIVENI MURTHY,PERSON,female,kannada,upper
Malemngamba S,PERSON,male,northeast,firstname_initial
Anuradha Patnaik,PERSON,female,odia,firstname_lastname
I Jangid,PERSON,male,hindi,initial_lastname
Selvaraj Jagan,PERSON,male,tamil,lastname_firstname
Kiara,PERSON,female,hindi,firstname_only
Rajani Iyer,PERSON,female,malayalam,firstname_lastname
Lalchand Bheel,PERSON,male,hindi,firstname_lastname
mangalam kalyanasundaram,PERSON,female,tamil,lower
Grace,PERSON,female,christian,firstname_only
Ghosh Lewis,PERSON,male,christian,lastname_firstname
Jakhar Vikash,PERSON,male,hindi,lastname_firstname
Falak Paswan,PERSON,female,hindi,firstname_lastname
Chandra S,PERSON,female,telugu,firstname_initial
triloki sangwan,PERSON,male,hindi,lower
M Gill,PERSON,female,punjabi,initial_lastname
Krushna,PERSON,male,odia,firstname_only
Mohanan Gopakumar,PERSON,male,malayalam,lastname_firstname
Kaswan Yuvika,PERSON,female,hindi,lastname_firstname
Jayesh,PERSON,male,malayalam,firstname_only
Imoinu N,PERSON,female,northeast,firstname_initial
Bhanja Kalpana,PERSON,female,odia,lastname_firstname
Goraya Rajinder,PERSON,female,punjabi,lastname_firstname
Sultanpur Erum,PERSON,female,muslim,lastname_firstname
gulabchand banjara,PERSON,male,rajasthani,lower
muzaffar kazmi,PERSON,male,muslim,lower
Venu Krishnakumar,PERSON,male,malayalam,firstname_lastname
Jamnaben Prasad,PERSON,female,jain,firstname_lastname
Pralay,PERSON,male,bengali,firstname_only
B Meher,PERSON,male,odia,initial_lastname
Madanlal Rathore,PERSON,male,rajasthani,firstname_lastname
rachana firodia,PERSON,female,gujarati,lower
dhapubai solanki,PERSON,female,rajasthani,lower
Mehra Nirmal,PERSON,male,punjabi,lastname_firstname
KARAMJIT HANDA,PERSON,male,punjabi,upper
nirmala nair,PERSON,female,tamil,lower
Chitta C,PERSON,male,odia,firstname_initial
Pukhrambam K,PERSON,female,northeast,firstname_initial
BERJIS BANSI DRIVER,PERSON,male,parsi,three_part_upper
M Bamji,PERSON,female,parsi,initial_lastname
Akhtar Yaqoota,PERSON,female,muslim,lastname_firstname
Ouseph Anil,PERSON,male,malayalam,lastname_firstname
RASHMITA PRITI MAHARANA,PERSON,female,odia,three_part_upper
JAGJEET SEHGAL,PERSON,male,punjabi,upper
savithri ponnuswamy,PERSON,female,tamil,lower
Elina Pradhan,PERSON,female,northeast,firstname_lastname
Erach Freni,PERSON,female,parsi,lastname_firstname
Suneet Malhotra,PERSON,female,punjabi,firstname_lastname
Kurien Geo,PERSON,male,malayalam,lastname_firstname
Pothen Rodney,PERSON,male,christian,lastname_firstname
Akhil E,PERSON,male,malayalam,firstname_initial
Kisku Bharati,PERSON,female,bengali,lastname_firstname
Sood Balkishan,PERSON,male,rajasthani,lastname_firstname
A R Akhtar,PERSON,male,muslim,initials_lastname
Putul B,PERSON,male,assamese,firstname_initial
M Javeri,PERSON,female,parsi,initial_lastname
Dorothy M,PERSON,female,christian,firstname_initial
Rajakumar Kothandaraman,PERSON,male,tamil,lastname_firstname
Godara Badri,PERSON,female,rajasthani,lastname_firstname
NIMRAT CHAHAL,PERSON,female,punjabi,upper
Iniyan,PERSON,male,tamil,firstname_only
Dinkar Rayapudi,PERSON,male,telugu,firstname_lastname
Anitha V,PERSON,female,tamil,firstname_initial
Jethmal S,PERSON,male,rajasthani,firstname_initial
KHOMDRAM SANGTAM,PERSON,female,northeast,upper
Gool Dalal,PERSON,female,parsi,firstname_lastname
Satapathy Anil,PERSON,male,odia,lastname_firstname
Kothandaraman Rajakumar,PERSON,male,tamil,firstname_lastname
S L Mina,PERSON,male,hindi,initials_lastname
Doctor Gustad,PERSON,male,parsi,lastname_firstname
Chandramohan M,PERSON,male,tamil,firstname_initial
Hormuz,PERSON,male,parsi,firstname_only
J Mazumder,PERSON,male,assamese,initial_lastname
SOMA SUSHILA SANYAL,PERSON,female,assamese,three_part_upper
Dharani Velusamy,PERSON,female,tamil,firstname_lastname
Hima B,PERSON,female,northeast,firstname_initial
Jaba,PERSON,female,bengali,firstname_only
Gulbanoo B,PERSON,female,parsi,firstname_initial
M M Mogili,PERSON,female,telugu,initials_lastname
Bhatt Gilbert,PERSON,male,christian,lastname_firstname
Shantilal K,PERSON,male,jain,firstname_initial
R Siyag,PERSON,male,hindi,initial_lastname
Radhika B,PERSON,female,kannada,firstname_initial
Karmakar Simanta,PERSON,male,assamese,lastname_firstname
Dedha Susanna,PERSON,female,christian,lastname_firstname
Rajeshwari P,PERSON,female,telugu,firstname_initial
Nanhi Mishra,PERSON,female,rajasthani,firstname_lastname
H Dhaka,PERSON,female,rajasthani,initial_lastname
ESTHER IDICULA,PERSON,female,christian,upper
Kailasam Rajan,PERSON,male,tamil,lastname_firstname
harsimran bath,PERSON,male,punjabi,lower
Minakshi Hota,PERSON,female,odia,firstname_lastname
F Khambata,PERSON,male,parsi,initial_lastname
AUSTIN RAM DASGUPTA,PERSON,male,christian,three_part_upper
Nusli,PERSON,male,parsi,firstname_only
Sethi Prahalad,PERSON,male,jain,lastname_firstname
M Dobhal,PERSON,male,hindi,initial_lastname
BHAGWATI DHAWAN,PERSON,female,rajasthani,upper
Satapathy Lila,PERSON,female,odia,lastname_firstname
Rupa M,PERSON,female,bengali,firstname_initial
Chettiar Thamilarasan,PERSON,male,tamil,lastname_firstname
Sunder Bansal,PERSON,female,rajasthani,firstname_lastname
Ginwala Darius,PERSON,male,parsi,lastname_firstname
S Ashrafi,PERSON,male,muslim,initial_lastname
Sumalatha Nutakki,PERSON,female,telugu,firstname_lastname
seerat sidhu,PERSON,female,punjabi,lower
Jehangir M,PERSON,male,parsi,firstname_initial
D Parameswaran,PERSON,female,malayalam,initial_lastname
RUKMANI LAKSHMI DWIVEDI,PERSON,female,rajasthani,three_part_upper
kasturi biswal,PERSON,female,odia,lower
Chawla Harpreet,PERSON,female,punjabi,lastname_firstname
Vivek,PERSON,male,hindi,firstname_only
Dhruvi S,PERSON,female,gujarati,firstname_initial
khurshed commissariat,PERSON,male,parsi,lower
Menon Lijo,PERSON,male,malayalam,lastname_firstname
K Ahlawat,PERSON,male,jain,initial_lastname
UDAYAN NAI,PERSON,male,hindi,upper
Madhab G,PERSON,male,assamese,firstname_initial
hanuman vishnoi,PERSON,male,rajasthani,lower
Bheru Dixit,PERSON,male,rajasthani,firstname_lastname
V Ginwala,PERSON,female,parsi,initial_lastname
S Alagappan,PERSON,female,tamil,initial_lastname
BEENA VIMALA SIVADASAN,PERSON,female,malayalam,three_part_upper
R Byahatti,PERSON,male,kannada,initial_lastname
Atokha Z,PERSON,male,northeast,firstname_initial
Sarojini D,PERSON,female,marathi,firstname_initial
Rupal,PERSON,female,gujarati,firstname_only
Nargund Lakshmi,PERSON,female,kannada,lastname_firstname
geetha ouseph,PERSON,female,malayalam,lower
Sharanjit A,PERSON,female,punjabi,firstname_initial
PREET TUTEJA,PERSON,female,punjabi,upper
Yamini,PERSON,female,hindi,firstname_only
Kalindi Shree Vaiphei,PERSON,female,assamese,three_part
R P Kapoor,PERSON,male,jain,initials_lastname
SHARADA SETTY,PERSON,female,telugu,upper
W Liangmai,PERSON,male,northeast,initial_lastname
Saha Partha,PERSON,male,bengali,lastname_firstname
SUJA KRISHNAN,PERSON,female,malayalam,upper
Krishnamurthy Iswaryalakshmi,PERSON,female,tamil,lastname_firstname
Baidya Shirshendu,PERSON,male,bengali,lastname_firstname
nikhil pail,PERSON,male,kannada,lower
mohanan peter,PERSON,male,malayalam,lower
Heera R,PERSON,female,jain,firstname_initial
Inderlal Lal Vasavada,PERSON,male,jain,three_part
Deboleena B,PERSON,female,bengali,firstname_initial
Anokhi,PERSON,female,rajasthani,firstname_only
Babu A,PERSON,male,malayalam,firstname_initial
Nilanjan,PERSON,male,bengali,firstname_only
Kini Vijaykumar,PERSON,male,kannada,lastname_firstname
Noshir Choksy,PERSON,female,parsi,firstname_lastname
Indumati J,PERSON,female,marathi,firstname_initial
Damayanthi Meka,PERSON,female,telugu,firstname_lastname
Vemulapalli Dasarath,PERSON,male,telugu,lastname_firstname
R Krishnamurthy,PERSON,female,tamil,initial_lastname
Triveniben M,PERSON,female,jain,firstname_initial
Purushottam Gadgil,PERSON,male,marathi,firstname_lastname
Vincent K,PERSON,male,christian,firstname_initial
Zou Rindalin,PERSON,female,northeast,lastname_firstname
Yamuna N,PERSON,female,tamil,firstname_initial
TAPASI GHORAI,PERSON,female,assamese,upper
D Appa,PERSON,male,telugu,initial_lastname
T Rekulapalli,PERSON,female,telugu,initial_lastname
Subhadra B,PERSON,female,odia,firstname_initial
R Thangal,PERSON,male,northeast,initial_lastname
ramen kayal,PERSON,male,assamese,lower
Priyanka Mishing,PERSON,female,assamese,firstname_lastname
AARAV SHANKAR WAGHELA,PERSON,male,gujarati,three_part_upper
sachin phanse,PERSON,male,marathi,lower
SHAKUNTALA TELI,PERSON,female,rajasthani,upper
Bhagwati Shekhawat,PERSON,female,rajasthani,firstname_lastname
ANURADHA PRASAD,PERSON,female,telugu,upper
PERVEZ GINWALA,PERSON,male,parsi,upper
Kunapuli Krishnaveni,PERSON,female,telugu,lastname_firstname
BAKUL FIRODIA,PERSON,male,gujarati,upper
G Karji,PERSON,male,odia,initial_lastname
Yaranal Sharadamma,PERSON,female,kannada,lastname_firstname
Shakuntala Darji,PERSON,female,jain,firstname_lastname
TONGBRAM BHUTIA,PERSON,male,northeast,upper
ghazala nomani,PERSON,female,muslim,lower
varun adke,PERSON,male,kannada,lower
Pradeep G,PERSON,male,odia,firstname_initial
putul paite,PERSON,male,assamese,lower
Khirod Ray,PERSON,male,odia,firstname_lastname
C Tangkhul,PERSON,female,northeast,initial_lastname
Mohan,PERSON,male,tamil,firstname_only
Vyas Shrawan,PERSON,male,rajasthani,lastname_firstname
MEGHNA MIDYA,PERSON,female,bengali,upper
Palani Cornelius,PERSON,male,christian,lastname_firstname
NARSAIAH SASTRY,PERSON,male,telugu,upper
Sarkar Biplab,PERSON,male,assamese,lastname_firstname
M Prakash,PERSON,male,rajasthani,initial_lastname
T Talukdar,PERSON,male,bengali,initial_lastname
Sharad G,PERSON,male,marathi,firstname_initial
FAIZ DEHLVI,PERSON,male,muslim,upper
S Chudasama,PERSON,female,jain,initial_lastname
Ratna Koeri,PERSON,female,hindi,firstname_lastname
Manali Shah,PERSON,female,gujarati,firstname_lastname
Naobam T,PERSON,male,northeast,firstname_initial
SAGARMAL SISODIA,PERSON,male,jain,upper
thangal thapa,PERSON,male,northeast,lower
JAL MODI,PERSON,male,parsi,upper
Aarav Jit Soni,PERSON,male,hindi,three_part
Padmini B,PERSON,female,jain,firstname_initial
RAJENDRA RAO,PERSON,male,telugu,upper
M Kalyanasundaram,PERSON,female,tamil,initial_lastname
Priyabrata Sasmal,PERSON,male,bengali,firstname_lastname
prabir khatun,PERSON,male,bengali,lower
Bandita S,PERSON,female,odia,firstname_initial
Ratanlal S,PERSON,male,jain,firstname_initial
Arup R,PERSON,male,assamese,firstname_initial
BURHAN GILANI,PERSON,male,muslim,upper
Kabui Indrani,PERSON,female,assamese,lastname_firstname
Jyothi S,PERSON,female,kannada,firstname_initial
SARATHKUMAR HARIKUMAR,PERSON,male,malayalam,upper
Herbert M,PERSON,male,christian,firstname_initial
Tongbram Ramchiary,PERSON,male,northeast,firstname_lastname
Elroy Palanisamy,PERSON,male,christian,firstname_lastname
B C Jamatia,PERSON,male,assamese,initials_lastname
purna satapathy,PERSON,male,odia,lower
MADHABI PODDAR,PERSON,female,bengali,upper
Alpesh N,PERSON,male,gujarati,firstname_initial
Badami S,PERSON,female,rajasthani,firstname_initial
Sylvia K,PERSON,female,christian,firstname_initial
Siripurapu Rajasekhar,PERSON,male,telugu,lastname_firstname
Iyengar Ramya,PERSON,female,tamil,lastname_firstname
J Jose,PERSON,male,malayalam,initial_lastname
Mittal S,PERSON,female,gujarati,firstname_initial
Sumantra Deen Bose,PERSON,male,bengali,three_part
Y Chattha,PERSON,male,punjabi,initial_lastname
Harshitha H,PERSON,female,kannada,firstname_initial
Parin S,PERSON,male,gujarati,firstname_initial
Vishnu I,PERSON,male,malayalam,firstname_initial
Narayan Dharua,PERSON,male,odia,firstname_lastname
Saqib,PERSON,male,muslim,firstname_only
Mousumi Mallick,PERSON,female,bengali,firstname_lastname
Mehnaz,PERSON,female,muslim,firstname_only
Gowtham Kalyanasundaram,PERSON,male,tamil,firstname_lastname
K Sarvaiya,PERSON,female,gujarati,initial_lastname
P D Krishnan,PERSON,female,malayalam,initials_lastname
Shekhawat Liladhar,PERSON,male,jain,lastname_firstname
ankit inamdar,PERSON,male,gujarati,lower
Y Ketkar,PERSON,male,marathi,initial_lastname
D Edalji,PERSON,female,parsi,initial_lastname
N Hamdani,PERSON,male,muslim,initial_lastname
Mishra Fredrick,PERSON,male,christian,lastname_firstname
Pokuri Rajeshwari,PERSON,female,telugu,lastname_firstname
Delilah Sarla Duraiswamy,PERSON,female,christian,three_part
Chitra Ugale,PERSON,female,marathi,firstname_lastname
Shantanu Rathore,PERSON,male,hindi,firstname_lastname
Maddala Radhakrishna,PERSON,male,telugu,lastname_firstname
Mitra Santanu,PERSON,male,bengali,lastname_firstname
Maniar Meenaben,PERSON,female,jain,lastname_firstname
PRAKASH MANIYANI,PERSON,male,kannada,upper
Chintu Misra,PERSON,female,hindi,firstname_lastname
Rinku P,PERSON,female,hindi,firstname_initial
Chowdhury Jogesh,PERSON,male,assamese,lastname_firstname
S Paik,PERSON,female,odia,initial_lastname
MULCHAND VOHRA,PERSON,male,jain,upper
Dhiren Chothe,PERSON,male,assamese,firstname_lastname
Mamata,PERSON,female,bengali,firstname_only
Dharamdas S,PERSON,male,jain,firstname_initial
J Bhati,PERSON,male,jain,initial_lastname
Soibam P,PERSON,female,northeast,firstname_initial
C Ganta,PERSON,female,telugu,initial_lastname
shital savarkar,PERSON,female,marathi,lower
yohannan potti,PERSON,male,malayalam,lower
Alok C,PERSON,male,bengali,firstname_initial
Rane Vinaya,PERSON,female,marathi,lastname_firstname
Fredoon N,PERSON,male,parsi,firstname_initial
Gudivada Indira,PERSON,female,telugu,lastname_firstname
HEMALATHA ACHARYA,PERSON,female,kannada,upper
NGANBI LAMKANG,PERSON,female,northeast,upper
V Indi,PERSON,male,kannada,initial_lastname
Firdausi M,PERSON,male,parsi,firstname_initial
Nowrojee Mithra,PERSON,female,parsi,lastname_firstname
CHANDRAKALA GUPTA,PERSON,female,rajasthani,upper
Ratanbai Mistry,PERSON,female,jain,firstname_lastname
Madan Cyra,PERSON,female,parsi,lastname_firstname
J D Chandra,PERSON,male,telugu,initials_lastname
NILAKSHI KAMLA NARZARY,PERSON,female,assamese,three_part_upper
D Wagh,PERSON,male,marathi,initial_lastname
T F Haldar,PERSON,male,assamese,initials_lastname
SNEHA KHATRI,PERSON,female,gujarati,upper
Shakuntala K,PERSON,female,jain,firstname_initial
Mita Chand,PERSON,female,odia,firstname_lastname
Pundlik,PERSON,male,marathi,firstname_only
Sarvaiya Sanghvi,PERSON,male,jain,lastname_firstname
Shanmugam Seetha,PERSON,female,tamil,lastname_firstname
sarit chakraborty,PERSON,male,bengali,lower
Mogili Lakshmi,PERSON,female,telugu,lastname_firstname
Kunj Vohra,PERSON,male,hindi,firstname_lastname
Tharakan Anish,PERSON,male,malayalam,lastname_firstname
Manoj G,PERSON,male,malayalam,firstname_initial
narasingha sundari,PERSON,male,odia,lower
N M Faruqi,PERSON,male,muslim,initials_lastname
Minakshi N,PERSON,female,bengali,firstname_initial
Lopamudra M,PERSON,female,bengali,firstname_initial
Vinoda N,PERSON,female,telugu,firstname_initial
sarvar sarkari,PERSON,female,parsi,lower
Nagalakshmi Salian,PERSON,female,kannada,firstname_lastname
Tamang Huirem,PERSON,female,northeast,lastname_firstname
amresh nigam,PERSON,male,hindi,lower
Dixit Kanhaiya,PERSON,male,rajasthani,lastname_firstname
Jiten Trilok Chang,PERSON,male,assamese,three_part
Mustafa Pathan,PERSON,male,muslim,firstname_lastname
R Goswami,PERSON,male,bengali,initial_lastname
Dilpreet,PERSON,female,punjabi,firstname_only
nandita majumdar,PERSON,female,assamese,lower
Shyam Ralte,PERSON,male,northeast,firstname_lastname
