name,label,category,source,augmentation
Grav Mattress,MERCHANT,furniture,local_pattern,augmented
NEFT-Ruby Photo Lab,MERCHANT,stationery,local_pattern,augmented
IMPS-Balaji Furniture House,MERCHANT,furniture,local_pattern,augmented
Saxena Vastra,MERCHANT,clothing,local_pattern,augmented
Fast.Furniture.House,MERCHANT,furniture,local_pattern,augmented
Al Kabir Confectionery,MERCHANT,restaurant,local_pattern,original
Mama ***,MERCHANT,travel,local_pattern,augmented
Baba Building Material,MERCHANT,hardware,local_pattern,original
Modern Photo.,MERCHANT,stationery,local_pattern,augmented
P2P-Surya Mattress,MERCHANT,furniture,local_pattern,augmented
Dattatreya Bakeery,MERCHANT,restaurant,local_pattern,augmented
Lalji Stationers,MERCHANT,stationery,local_pattern,original
Vaishnavi  Curtains,MERCHANT,furniture,local_pattern,augmented
Crystal Courier Serv,MERCHANT,travel,local_pattern,augmented
Mahalakzshm...,MERCHANT,restaurant,local_pattern,augmented
Reddy-Trading-Co,MERCHANT,local_shop,local_pattern,augmented
Vishnu Mess-697,MERCHANT,restaurant,local_pattern,augmented
Gpta Onaments,MERCHANT,jewellery,local_pattern,augmented
More  Silks,MERCHANT,clothing,local_pattern,augmented
Chintu Trading Co,MERCHANT,local_shop,local_pattern,original
Meena_Silver_House,MERCHANT,jewellery,local_pattern,augmented
Bharat Plumbing,MERCHANT,hardware,local_pattern,original
Pushpa Compers,MERCHANT,electronics,local_pattern,augmented
SiddiquiSolutions,MERCHANT,professional,local_pattern,augmented
P2P-Grewal Stationery,MERCHANT,stationery,local_pattern,augmented
Shah Courier-7991,MERCHANT,travel,local_pattern,augmented
Tau Hair Studio,MERCHANT,salon,local_pattern,original
Shinde/Paint/House,MERCHANT,hardware,local_pattern,augmented
Subramaniaen School,MERCHANT,education,local_pattern,augmented
Old Suepr Mart,MERCHANT,local_shop,local_pattern,augmented
Dwivedi Courier Service,MERCHANT,travel,local_pattern,original
BajwaOrnaments,MERCHANT,jewellery,local_pattern,augmented
Meca Beuty Salon,MERCHANT,salon,local_pattern,augmented
P2P-Bhatia Optics,MERCHANT,local_shop,local_pattern,augmented
Tiwari/Courier/Service,MERCHANT,travel,local_pattern,augmented
aTyyab Interiors,MERCHANT,furniture,local_pattern,augmented
Mirza Medical,MERCHANT,medical,local_pattern,augmented
Gra CNG Sta,MERCHANT,fuel,local_pattern,augmented
Baj Sof Hou,MERCHANT,furniture,local_pattern,augmented
Patil  Ka  Shop,MERCHANT,local_shop,desi_pattern,augmented
Aahsirwad Curtains,MERCHANT,furniture,local_pattern,augmented
Aashirwad..,MERCHANT,electronics,local_pattern,augmented
Chauha Arhitects,MERCHANT,professional,local_pattern,augmented
ShankarManufacturing,MERCHANT,local_shop,local_pattern,augmented
Exprses Express,MERCHANT,travel,local_pattern,augmented
Salam Motor Parts-4570,MERCHANT,auto,local_pattern,augmented
Madina  Legal  Services,MERCHANT,professional,local_pattern,augmented
Reddy.Surgical,MERCHANT,medical,local_pattern,augmented
Aashirwad Confectionery,MERCHANT,restaurant,local_pattern,original
Tradition Educat...,MERCHANT,education,local_pattern,augmented
Si Co GDL,MERCHANT,education,local_pattern,augmented
Nikhil Mobile Point,MERCHANT,electronics,local_pattern,original
Mishra Salon,MERCHANT,salon,local_pattern,original
Joshi Academy,MERCHANT,education,local_pattern,original
Ammaji Iteior,MERCHANT,professional,local_pattern,augmented
Neft-modERn CEmenT StoRE,MERCHANT,hardware,local_pattern,augmented
Bhosale Curtains,MERCHANT,furniture,local_pattern,original
Tushar-Drug-House,MERCHANT,medical,local_pattern,augmented
Om ai Tax Cnsultant,MERCHANT,professional,local_pattern,augmented
Dattatreya Works KKZ,MERCHANT,local_shop,local_pattern,augmented
Bis San,MERCHANT,hardware,local_pattern,augmented
Al-Kabir-Petrol-Pump,MERCHANT,fuel,local_pattern,augmented
Maa Lakshmi Gl..,MERCHANT,hardware,local_pattern,augmented
Sheikh School DJP,MERCHANT,education,local_pattern,augmented
Llji Stre,MERCHANT,local_shop,local_pattern,augmented
Babu ome Decr,MERCHANT,furniture,local_pattern,augmented
Negi Tandoori Point442,MERCHANT,local_shop,desi_pattern,augmented
Dada Gold Ho,MERCHANT,jewellery,local_pattern,augmented
Parmar Cloth Store,MERCHANT,clothing,local_pattern,original
Amma Public School,MERCHANT,education,local_pattern,original
Dhillon Courier,MERCHANT,travel,local_pattern,original
Eco Tour & Travels,MERCHANT,travel,local_pattern,original
Sal..,MERCHANT,stationery,local_pattern,augmented
Chamunda.Digital,MERCHANT,electronics,local_pattern,augmented
Parvati Ply & Hardware,MERCHANT,hardware,local_pattern,original
OneStop,MERCHANT,other_merchant,synthetic,original
Kamla Solutions,MERCHANT,local_shop,local_pattern,original
Pnik Transport,MERCHANT,travel,local_pattern,augmented
Kumar Fruit Point,MERCHANT,local_shop,desi_pattern,original
Bed Wor,MERCHANT,auto,local_pattern,augmented
Cheema Provision Store/19,MERCHANT,local_shop,local_pattern,augmented
Tirupati LPG Gas,MERCHANT,fuel,local_pattern,original
Sharma Ee Clinic25,MERCHANT,medical,local_pattern,augmented
Santoshi   Car   Wash,MERCHANT,auto,local_pattern,augmented
Standrd Ortho Clnic,MERCHANT,medical,local_pattern,augmented
Navgraha Educational,MERCHANT,education,local_pattern,original
Rehmn Moors,MERCHANT,auto,local_pattern,augmented
Imperial Building Material,MERCHANT,hardware,local_pattern,original
PAY-Dubey Nursery,MERCHANT,local_shop,local_pattern,augmented
Popular   Ply   &   Hardware,MERCHANT,hardware,local_pattern,augmented
Economy CNG Statiodn,MERCHANT,fuel,local_pattern,augmented
Sar Ref,MERCHANT,electronics,local_pattern,augmented
i- eMss,MERCHANT,restaurant,local_pattern,augmented
Express Filling Station,MERCHANT,fuel,local_pattern,original
IMPS-Mondal Spa,MERCHANT,salon,local_pattern,augmented
Amit Furniture House173,MERCHANT,furniture,local_pattern,augmented
PAY-Ruby Mobile Point,MERCHANT,electronics,local_pattern,augmented
City Auto Patrs,MERCHANT,auto,local_pattern,augmented
Desai Chai Point,MERCHANT,restaurant,local_pattern,original
Dubey   Learning   Centre,MERCHANT,education,local_pattern,augmented
Shri Tyres,MERCHANT,auto,local_pattern,original
Sahoo Ki Dukan,MERCHANT,local_shop,desi_pattern,original
Kishna orkshop,MERCHANT,auto,local_pattern,augmented
Maa Saraswati Medica,MERCHANT,medical,local_pattern,augmented
SunshineTVRepair,MERCHANT,electronics,local_pattern,augmented
Silver Vdyalaa,MERCHANT,education,local_pattern,augmented
Swami Medicals,MERCHANT,medical,local_pattern,original
Bose_Law_Firm,MERCHANT,professional,local_pattern,augmented
Al Huda Coaching Centre,MERCHANT,education,local_pattern,original
Dinehs School,MERCHANT,education,local_pattern,augmented
Verma Medicals ROY,MERCHANT,medical,local_pattern,augmented
Ashok Hair Cutting IWY,MERCHANT,salon,local_pattern,augmented
AlKabirGoldHouse,MERCHANT,jewellery,local_pattern,augmented
Waghmare Furniture House,MERCHANT,furniture,local_pattern,original
Natural Courier Servcie,MERCHANT,travel,local_pattern,augmented
Mehta Food Corner,MERCHANT,restaurant,local_pattern,original
Das Kira,MERCHANT,local_shop,local_pattern,augmented
Venkateswara_Electricals,MERCHANT,hardware,local_pattern,augmented
Value ***,MERCHANT,electronics,local_pattern,augmented
Sita Ram Glass House VBD,MERCHANT,hardware,local_pattern,augmented
FabHotels,MERCHANT,travel_mobility,real_brand,original
Jai Shri Ram Transport,MERCHANT,travel,local_pattern,original
Mizra Medical Agency,MERCHANT,medical,local_pattern,augmented
Devyani Intrenational Ltd,MERCHANT,corporate,legal_entity,augmented
Padmavati Auto404,MERCHANT,auto,local_pattern,augmented
alkAbirFurNiShing,MERCHANT,furniture,local_pattern,augmented
MahadevbOutiQUE,MERCHANT,clothing,local_pattern,augmented
Subramanian Noodle Palace,MERCHANT,local_shop,desi_pattern,original
Shree  Sofa  House,MERCHANT,furniture,local_pattern,augmented
Aashirwad Phramacy,MERCHANT,medical,local_pattern,augmented
Sidhu Chicken Corner,MERCHANT,restaurant,local_pattern,original
Naidu  Book  House,MERCHANT,stationery,local_pattern,augmented
Vijay   Bike   Point,MERCHANT,auto,local_pattern,augmented
Guddu Xerox & Printing,MERCHANT,stationery,local_pattern,original
Sabzi King,MERCHANT,local_shop,desi_pattern,original
Old Fill Stat,MERCHANT,fuel,local_pattern,augmented
ciTYBiryaNiHOusE,MERCHANT,restaurant,local_pattern,augmented
Jai Cake Shop-3119,MERCHANT,restaurant,local_pattern,augmented
Silver   Opticals,MERCHANT,local_shop,local_pattern,augmented
Sahab Supermark.,MERCHANT,local_shop,local_pattern,augmented
Shah Coaaching,MERCHANT,education,local_pattern,augmented
Dhillon Kulfi Corner,MERCHANT,local_shop,desi_pattern,original
PAY-Legacy Hardware Store,MERCHANT,hardware,local_pattern,augmented
Sheikh Dress Material,MERCHANT,clothing,local_pattern,original
Mama Juice Centre,MERCHANT,restaurant,local_pattern,original
New/Book/Store,MERCHANT,stationery,local_pattern,augmented
Ansari-Pharmacy,MERCHANT,medical,local_pattern,augmented
Legacy Jewellers,MERCHANT,jewellery,local_pattern,original
Rehman/Flower/Shop,MERCHANT,local_shop,local_pattern,augmented
Parar Snitary,MERCHANT,hardware,local_pattern,augmented
Divya Interior,MERCHANT,professional,local_pattern,original
Ko Ce St,MERCHANT,hardware,local_pattern,augmented
SaiBabaConsultants,MERCHANT,professional,local_pattern,augmented
PAY-Yadav Mess,MERCHANT,restaurant,local_pattern,augmented
Al Maadina Enterprises,MERCHANT,local_shop,local_pattern,augmented
IMPS-Surya Mattress,MERCHANT,furniture,local_pattern,augmented
SitaRamPly&Hardware,MERCHANT,hardware,local_pattern,augmented
Yadav Fuel Station,MERCHANT,fuel,local_pattern,original
Pintu Pathology,MERCHANT,medical,local_pattern,augmented
Opal Tibr,MERCHANT,hardware,local_pattern,augmented
Ssta Book Houe,MERCHANT,stationery,local_pattern,augmented
Kale_Vaishno_Dhaba,MERCHANT,restaurant,local_pattern,augmented
Accha HHospital,MERCHANT,medical,local_pattern,augmented
Chauhan Sraee House,MERCHANT,clothing,local_pattern,augmented
Patel Opticals,MERCHANT,local_shop,local_pattern,original
E- Stee,MERCHANT,hardware,local_pattern,augmented
Mirza Cycle Store-228,MERCHANT,auto,local_pattern,augmented
Firdaus LPG Gas,MERCHANT,fuel,local_pattern,original
Tandon Computer Centre,MERCHANT,electronics,local_pattern,original
Al Huda Clas,MERCHANT,education,local_pattern,augmented
Hope&Co,MERCHANT,professional,local_pattern,augmented
Malki School,MERCHANT,education,local_pattern,augmented
Shiv Interior,MERCHANT,professional,local_pattern,original
Ramesh  Silver  House,MERCHANT,jewellery,local_pattern,augmented
KhanFabrics,MERCHANT,clothing,local_pattern,augmented
Pa Di St,MERCHANT,stationery,local_pattern,augmented
Mahad***,MERCHANT,restaurant,local_pattern,augmented
NEFT-Al Noor Hardware Store,MERCHANT,hardware,local_pattern,augmented
Saxena Acadmey,MERCHANT,education,local_pattern,augmented
Gold***,MERCHANT,restaurant,local_pattern,augmented
Raheem Dress Material,MERCHANT,clothing,local_pattern,original
UPI-Ruby Academy,MERCHANT,education,local_pattern,augmented
Geeta Service,MERCHANT,fuel,local_pattern,augmented
Tech Beauty Parlour,MERCHANT,salon,local_pattern,original
P2P-Ramesh Travels,MERCHANT,travel,local_pattern,augmented
Anil  Cold  Drink  Wala,MERCHANT,local_shop,desi_pattern,augmented
Pathan aK Store,MERCHANT,local_shop,desi_pattern,augmented
Malik Beauty Parlour,MERCHANT,salon,local_pattern,original
Bhatia Tea Stall,MERCHANT,restaurant,local_pattern,original
Mega Saintary,MERCHANT,hardware,local_pattern,augmented
Blue Hardware ZVC,MERCHANT,hardware,local_pattern,augmented
National Xerox,MERCHANT,stationery,local_pattern,original
Hindustan Tailo,MERCHANT,clothing,local_pattern,augmented
Paneer World NUQ,MERCHANT,local_shop,desi_pattern,augmented
Sunita/Jewellery,MERCHANT,jewellery,local_pattern,augmented
Sh Ka St,MERCHANT,local_shop,desi_pattern,augmented
Standard-Medical-Store,MERCHANT,medical,local_pattern,augmented
Guru_Nanak_Hardware,MERCHANT,hardware,local_pattern,augmented
Mizra Vidyalaya,MERCHANT,education,local_pattern,augmented
saRKar.sTOre,MERCHANT,local_shop,local_pattern,augmented
Munna Roll Palaec,MERCHANT,local_shop,desi_pattern,augmented
Ambika Gold & Silver,MERCHANT,jewellery,local_pattern,original
Pai Fuel Station,MERCHANT,fuel,local_pattern,original
Dattta Cloth Store,MERCHANT,clothing,local_pattern,augmented
Universal Beauty Parlour,MERCHANT,salon,local_pattern,original
IMPS-Doshi..,MERCHANT,education,local_pattern,augmented
SahooCourier,MERCHANT,travel,local_pattern,augmented
Bismillah Pho,MERCHANT,stationery,local_pattern,augmented
UPI/Khan Kitchen,MERCHANT,restaurant,local_pattern,augmented
UPI-Supreme LPG Gas,MERCHANT,fuel,local_pattern,augmented
Elite Centre,MERCHANT,local_shop,local_pattern,original
Rinku Coaching Classes,MERCHANT,education,local_pattern,original
Sai   Spare   Parts,MERCHANT,auto,local_pattern,augmented
RanganathSweetHouse,MERCHANT,restaurant,local_pattern,augmented
IMPS-Jadhav Steel,MERCHANT,hardware,local_pattern,augmented
Durga Elctrials,MERCHANT,hardware,local_pattern,augmented
Golden Commun...,MERCHANT,electronics,local_pattern,augmented
Fortune Cycle Store,MERCHANT,auto,local_pattern,original
Patel Silk House,MERCHANT,clothing,local_pattern,original
Kothari Doodh Corner,MERCHANT,local_shop,desi_pattern,original
Mirza Tandoori Zone994,MERCHANT,local_shop,desi_pattern,augmented
AmitCanteen,MERCHANT,restaurant,local_pattern,augmented
Chakraborty Gold &,MERCHANT,jewellery,local_pattern,augmented
Sethji Grocery Store-292,MERCHANT,local_shop,local_pattern,augmented
Rekha_Tailor,MERCHANT,clothing,local_pattern,augmented
Maahalakshmi Ironing,MERCHANT,local_shop,local_pattern,augmented
Golen Cemist,MERCHANT,medical,local_pattern,augmented
Dah Clnic,MERCHANT,medical,local_pattern,augmented
GrewalPharmacy,MERCHANT,medical,local_pattern,augmented
Mirza Coaching Centrre,MERCHANT,education,local_pattern,augmented
Progress/Silver/House,MERCHANT,jewellery,local_pattern,augmented
Amma Mobile Sohp,MERCHANT,electronics,local_pattern,augmented
Jai Durga Cuorier Service,MERCHANT,travel,local_pattern,augmented
Qureshi Sanitray,MERCHANT,hardware,local_pattern,augmented
Agarwal Tailors,MERCHANT,clothing,local_pattern,original
Supreme Public School,MERCHANT,education,local_pattern,original
Mata Logistics333,MERCHANT,travel,local_pattern,augmented
Angel Dental Clinic,MERCHANT,medical,local_pattern,original
Pdey Chicken Corner,MERCHANT,restaurant,local_pattern,augmented
Ammaji   Eye   Clinic,MERCHANT,medical,local_pattern,augmented
Sh Go Ho,MERCHANT,jewellery,local_pattern,augmented
Rajput Gold & Silver,MERCHANT,jewellery,local_pattern,original
Na Pr Li,MERCHANT,local_shop,local_pattern,augmented
Khurana Sweet Hosue,MERCHANT,restaurant,local_pattern,augmented
Ahme Paan Shop,MERCHANT,restaurant,local_pattern,augmented
Jai Ambey Gift House,MERCHANT,local_shop,local_pattern,original
Cen Fit,MERCHANT,local_shop,local_pattern,augmented
Kulkarn Biryani Corne,MERCHANT,restaurant,local_pattern,augmented
ShroffLogistics,MERCHANT,travel,local_pattern,augmented
Chou Ka Shop,MERCHANT,local_shop,desi_pattern,augmented
Meena Sofa House,MERCHANT,furniture,local_pattern,original
P2P-Kamath Consultants,MERCHANT,professional,local_pattern,augmented
HopeDiamond,MERCHANT,jewellery,local_pattern,augmented
Divya   Cafe,MERCHANT,restaurant,local_pattern,augmented
Dattatreya Br.,MERCHANT,salon,local_pattern,augmented
Sapphire Builing Materal,MERCHANT,hardware,local_pattern,augmented
TayyabTailors,MERCHANT,clothing,local_pattern,augmented
Bedi Confect.,MERCHANT,restaurant,local_pattern,augmented
Classic Bullion/23,MERCHANT,jewellery,local_pattern,augmented
CheemaHerbalBeauty,MERCHANT,salon,local_pattern,augmented
MalikKiDukan,MERCHANT,local_shop,desi_pattern,augmented
Ruby Tourism-750,MERCHANT,travel,local_pattern,augmented
Jai.Lakshmi.Mobiles,MERCHANT,electronics,local_pattern,augmented
Central Auto Parts,MERCHANT,auto,local_pattern,original
Yadav Mithi Zon,MERCHANT,local_shop,desi_pattern,augmented
Bismilalh Ply & Hardware,MERCHANT,hardware,local_pattern,augmented
Malik  Movers  &  Packers,MERCHANT,travel,local_pattern,augmented
Tiranga uTition Centre,MERCHANT,education,local_pattern,augmented
Vikas Jic Centre,MERCHANT,restaurant,local_pattern,augmented
Hashmi Mart XWU,MERCHANT,local_shop,local_pattern,augmented
Agarwal..,MERCHANT,restaurant,local_pattern,augmented
Mehta Comput,MERCHANT,local_shop,desi_pattern,augmented
Golen Furnitur,MERCHANT,furniture,local_pattern,augmented
City CNG Statio,MERCHANT,fuel,local_pattern,augmented
Su Ar,MERCHANT,professional,local_pattern,augmented
Grace Store,MERCHANT,local_shop,local_pattern,original
PAY-Himalaya Wellness,MERCHANT,healthcare,real_brand,augmented
Tirupati eGms,MERCHANT,jewellery,local_pattern,augmented
All...,MERCHANT,local_shop,local_pattern,augmented
SalamHairStudio,MERCHANT,salon,local_pattern,augmented
Tirupati Funising,MERCHANT,furniture,local_pattern,augmented
Malh Tech,MERCHANT,electronics,local_pattern,augmented
Vaghela Chai,MERCHANT,restaurant,local_pattern,augmented
NEFT-Baba General Store,MERCHANT,local_shop,local_pattern,augmented
Tahkur Stores,MERCHANT,local_shop,local_pattern,augmented
Mangal Motors,MERCHANT,auto,local_pattern,original
Bose Plu..,MERCHANT,hardware,local_pattern,augmented
UPI/Mata Depot,MERCHANT,local_shop,local_pattern,augmented
Khan Timberr,MERCHANT,hardware,local_pattern,augmented
Lakhmi Chrtered Accountants,MERCHANT,professional,local_pattern,augmented
Sarkar Unise,MERCHANT,salon,local_pattern,augmented
Doshi Kirana YWW,MERCHANT,local_shop,local_pattern,augmented
Go So Ho,MERCHANT,furniture,local_pattern,augmented
Bhai & Associates,MERCHANT,professional,local_pattern,original
Chamunda Tyre House HEY,MERCHANT,auto,local_pattern,augmented
Excel Workshop,MERCHANT,auto,local_pattern,original
Rastog..,MERCHANT,restaurant,local_pattern,augmented
Jai Ganesh Digital sStudio,MERCHANT,stationery,local_pattern,augmented
Ganesh Plumbing,MERCHANT,hardware,local_pattern,original
Gandhi iFtness,MERCHANT,local_shop,local_pattern,augmented
Global/Electricals,MERCHANT,hardware,local_pattern,augmented
Chavan Photo Lab413,MERCHANT,stationery,local_pattern,augmented
Hindustan Spa,MERCHANT,salon,local_pattern,original
TiwariHardwareStore,MERCHANT,hardware,local_pattern,augmented
Murli.Medical.Agency,MERCHANT,medical,local_pattern,augmented
Balbu Silk House,MERCHANT,clothing,local_pattern,augmented
